ObjectFound,WebcamRead,GaussianBlur,ColourConversion,SelectMode,InRangeMorphOpsDisplayDirection,TrackFilteredObject,PIDDist,Facendi,PutText,ShowImage,TimeWaitKey
1,11330564,748645,966170,230,5158653,1124616,270,247481,736273,735651,10552925,
1,12167956,754135,970559,160,5111896,1152608,401,274341,780294,731563,11107190,
1,14506532,740140,969737,280,5173782,1175601,240,282226,778440,950542,10607488,
1,11455968,743175,966170,190,5135320,1242196,191,262118,738667,735942,10494106,
1,11388393,1221265,965460,240,5188749,1162416,361,254714,725201,717838,11348238,
1,10664363,1219062,965860,291,5174883,1151916,370,244706,725983,728448,10418696,
1,10832307,1255510,980837,170,5237490,1212279,140,258782,750068,741772,10426098,
1,15510404,1247394,973113,160,5170706,1213312,170,239777,720863,769274,10942311,
1,14768552,783139,967072,91,5351412,1124736,411,273369,743655,762420,10547497,
1,11525247,1248067,1451846,81,5690274,1171874,551,262038,942526,988191,10799786,
1,9177672,1219643,967903,221,5152983,1203503,451,265706,731794,739468,10773315,
1,14834996,1216086,971109,231,5123899,1207200,360,262490,735551,734849,10595474,
1,11105656,1168508,968815,381,5179201,1129755,260,277938,730712,720222,10623288,
1,11431101,753764,965099,150,5181317,1167515,390,252721,722487,747262,10623847,
1,15304881,818445,963887,170,5507603,1212741,221,267609,734489,1081276,10747878,
1,10737089,1674931,1466904,160,5213155,1208772,331,278198,742965,730281,10989910,
0,9310439,761540,963896,260,5223785,830477,541,218347,726052,762520,10099780,
0,12332843,1681794,1463277,171,5160537,843011,481,209570,798298,706216,10573052,
1,10340912,1291356,966812,280,5379134,1162125,381,255998,733216,722787,10766665,
1,15073340,772299,967844,221,5126423,1093147,241,255656,780695,727185,11387953,
1,11490873,754747,967382,70,5175877,1140335,190,240879,722185,760207,10739342,
1,14800121,809749,967433,161,5342236,1129816,321,269883,729139,724381,10597888,
1,11527232,765566,967223,170,5206812,1153770,301,257611,719510,723980,10572143,
1,15397083,765005,966761,160,5367272,1099489,622,253533,735300,723939,10739644,
1,11815277,761519,968354,90,5273128,1115398,201,261306,742964,723568,10526776,
1,11554713,764555,966952,160,5185453,1228089,151,265915,741983,728969,10640378,
1,15071807,757160,966791,170,5195642,1159631,401,256659,736713,722015,10775982,
1,11457712,1233779,974516,170,5177328,1132170,481,249786,756510,1333114,10510798,
1,10398677,1218280,971690,160,5184323,1155393,491,264303,766769,737053,10568173,
1,14943688,1218591,968234,231,5211943,1174890,460,268791,761229,787528,10841913,
1,10669975,1223760,969026,80,5181616,1183225,501,269762,765527,793449,10605334,
1,11025706,1578853,973274,181,5170204,1127340,260,252230,722036,728056,11438537,
1,9708782,1691843,1469047,151,5145428,1182604,360,274742,737715,724551,10905572,
1,9944864,1316563,970849,161,5180062,1156765,271,256127,744558,714010,10777645,
1,14620005,760126,964938,230,5190843,1161985,350,244275,717237,730972,10562514,
0,12004720,1221295,965880,231,5148626,810179,360,213869,711706,715874,10776993,
1,15445043,756320,964427,271,5181966,1251572,281,247842,721796,748295,10805646,
1,11231692,1110409,969988,161,5129889,1155493,170,339102,719100,741412,10368473,
1,15520392,816852,967203,160,5487456,1149672,441,251910,720102,1235723,10577422,
1,10664392,1230152,974486,340,5220179,1124556,501,263561,789552,753844,10775760,
1,10626343,757121,968575,271,5126312,1224372,460,254865,814538,740570,10858035,
1,11017251,1220736,967684,271,5196403,1106011,491,255266,803608,735741,10530415,
1,11197766,1215746,973364,80,5269721,1167796,431,257850,799660,732154,10665244,
1,15122792,4552082,1457957,80,5180455,1111331,200,242482,755418,750358,10721960,
1,11270152,1217008,971650,70,5195001,1159401,421,264343,773081,744077,11065550,
1,10433093,1217669,968194,311,5145638,1110489,160,262609,761449,741532,11133819,
1,10541735,1215265,973053,90,5128838,1147328,260,354831,776607,740130,10745515,
1,10931430,1329597,971420,280,5244784,1169019,191,245006,729029,811713,10439844,
1,15216366,1719164,1481241,111,5405314,1131519,391,231752,742003,749257,10110129,
1,9973978,1217248,964657,160,5169503,1141157,351,255175,726053,719691,10604843,
1,11210410,1270738,977802,80,5188720,1123063,370,266777,741662,815008,10919308,
1,15131439,1761933,1222498,101,5370409,1186832,321,349171,781326,729770,10383288,
1,9995608,1247224,973184,150,5213185,1212159,361,302444,1126640,735621,10573214,
1,14468353,756079,966090,180,5338708,1114106,381,252882,728077,709331,10846333,
1,11392509,1047843,1350777,331,5270443,1154552,170,259954,719220,735421,10694579,
1,14967232,758713,1040398,70,5253980,1073000,470,262580,721104,811192,10570688,
1,11945672,754466,1136828,71,5151380,1126519,280,246690,717557,859050,10487344,
1,10757085,780595,967113,171,5195031,1165031,321,267428,715523,721985,11077964,
1,11052927,752302,967342,160,5197918,1137800,281,260405,902963,721514,10576990,
1,15418824,754786,967653,230,5336554,1058934,331,253312,735841,722336,10609841,
1,11530007,749707,966180,170,5202064,1235913,170,263451,738396,806463,11071062,
1,11045544,750829,967353,171,5181386,1056158,350,254985,916188,718529,10833920,
1,15086253,2568677,1425607,170,5277896,1634005,371,267488,761730,726313,10583462,
1,8805299,754597,966922,80,5174753,1245922,360,263972,754326,722467,10919889,
1,11067946,779312,967723,261,5277564,1138262,471,261246,775415,710043,10890245,
1,15169999,1742047,1001497,70,5170184,1059364,230,256398,762621,781256,10617006,
1,10451466,1700809,1468937,161,5192046,1177203,310,284450,777509,818285,10924487,
1,9644804,1225815,972291,160,5166848,1068070,400,352517,734378,747884,6870805,
